0.663900, 0.791406
0.686056, 0.882321
0.460280, 0.144475
0.926054, 0.017518
0.478408, 0.172063
0.638997, 0.319864
1.297403, 0.199347
1.710623, 0.705344
1.953124, 0.374126
0.043947, 0.634175
1.770074, 0.420270
1.877682, 0.607501
1.274026, 0.816523
1.700858, 0.402020
0.108463, 0.607166
0.801904, 0.833338
0.161565, 0.247322
1.786920, 0.400189
0.795190, 0.793298
1.073946, 0.404584
1.665090, 0.385510
1.626759, 0.385815
1.686514, 0.332957
1.238075, 0.971282
0.709799, 0.167516
0.970183, 0.828181
1.451216, 0.311563
0.242073, 0.813288
0.124882, 0.287149
1.045320, 0.157201
1.041841, 0.256081
0.372814, 0.643544
0.120975, 0.346660
1.342998, 0.263771
1.873165, 0.619404
1.110874, 0.814997
0.402722, 0.797784
0.875576, 0.977660
1.682730, 0.511032
1.385235, 0.901425
0.407422, 0.428266
0.215400, 0.267281
1.685781, 0.326853
1.261269, 0.041444
1.149022, 0.982971
0.644429, 0.348460
0.848659, 0.372906
1.156468, 0.570330
1.972594, 0.412702
0.817896, 0.471847
1.427839, 0.155675
1.128758, 0.741264
1.374004, 0.865474
0.896878, 0.347942
1.380047, 0.411115
1.625477, 0.401868
1.392315, 0.573107
1.799249, 0.764306
0.225043, 0.361522
1.743217, 0.655782
1.207434, 0.627552
0.292001, 0.742058
0.471023, 0.202857
1.160131, 0.242958
0.947661, 0.813440
0.250801, 0.415448
1.425092, 0.283975
1.577319, 0.296701
0.337168, 0.477706
1.875546, 0.410443
1.220191, 0.467116
1.545518, 0.260537
1.958129, 0.589770
1.269570, 0.096286
1.840144, 0.280221
1.671682, 0.369671
0.678854, 0.696249
0.775475, 0.847377
0.609394, 0.661061
0.406568, 0.394665
1.857295, 0.479934
1.073885, 0.435987
0.841578, 0.244179
0.939055, 0.120304
0.893338, 0.353710
0.615680, 0.919156
1.331339, 0.180639
0.770531, 0.983154
1.345988, 0.297098
0.823084, 0.404065
0.370556, 0.221503
0.360546, 0.694845
1.397320, 0.384075
1.438276, 0.594348
1.329875, 0.852351
0.258065, 0.172155
1.505661, 0.392010
0.594378, 0.714652
1.520432, 0.139378
1.450240, 0.485031
0.185980, 0.789178
0.182073, 0.662160
0.149113, 0.291696
0.565142, 0.866970
0.982330, 0.841578
1.113010, 0.307993
0.560015, 0.438002
1.532640, 0.799280
1.644520, 0.629292
0.710410, 0.911618
0.793970, 0.588183
1.702506, 0.676382
0.776269, 0.561907
1.736564, 0.283822
1.279275, 0.436323
1.051057, 0.840541
1.383892, 0.189154
0.220099, 0.643391
1.016999, 0.380596
0.547197, 0.831935
1.299051, 0.605213
0.708274, 0.235328
1.559435, 0.367382
0.175542, 0.538316
1.331156, 0.405377
1.293924, 0.561998
0.657491, 0.699484
0.909146, 0.446394
1.246132, 0.366680
1.249916, 0.952483
0.907193, 0.627613
0.376293, 0.414350
0.090152, 0.626911
1.507431, 0.373180
0.330210, 0.388470
1.539720, 0.423994
1.417524, 0.686697
1.101291, 0.114872
1.235267, 0.772332
1.678701, 0.255898
0.523820, 0.370952
0.961211, 0.887631
0.257210, 0.312143
1.095492, 0.664815
0.411145, 0.711478
1.793207, 0.470656
1.114231, 0.605945
1.175268, 0.609272
0.809839, 0.736015
1.563036, 0.461715
1.343242, 0.688345
0.009766, 0.536729
0.504349, 0.406781
1.049348, 0.985839
1.624134, 0.207892
0.773095, 0.282693
0.411267, 0.379498
0.398633, 0.707358
1.611377, 0.568773
1.658803, 0.725547
1.040071, 0.636586
0.881191, 0.106052
1.523057, 0.686697
0.389904, 0.443312
1.036164, 0.986511
0.852199, 0.841639
0.169805, 0.306803
0.043703, 0.527055
0.365795, 0.833522
0.260079, 0.686178
1.215796, 0.790887
1.485397, 0.849361
1.499680, 0.566149
1.052889, 0.030702
0.608478, 0.916532
0.907865, 0.253670
1.028840, 0.564409
0.068361, 0.433821
1.850459, 0.336680
0.151555, 0.546922
1.482833, 0.814173
1.374737, 0.113132
0.480300, 0.524552
1.079806, 0.794000
0.306528, 0.649434
0.448256, 0.610645
1.436323, 0.297189
0.495010, 0.658193
0.340098, 0.316263
1.182775, 0.846950
1.342204, 0.425703
0.313486, 0.470016
0.866298, 0.479110
0.205817, 0.742668
0.801660, 0.861782
0.340342, 0.678488
1.762139, 0.446608
1.011933, 0.899319
1.973998, 0.474990
1.190649, 0.468978
1.361370, 0.437849
1.638417, 0.727714
0.621418, 0.737205
0.615436, 0.902493
0.207587, 0.691000
0.824061, 0.132481
1.651601, 0.165716
0.869839, 0.615406
0.089297, 0.539537
0.245369, 0.423261
0.222175, 0.559526
0.672323, 0.167394
0.219245, 0.716941
